           1          64
 time 1.0e-30
          64
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     
           5  0.25000000000000000     
           6   0.0000000000000000     
           7   0.0000000000000000     
           8   0.0000000000000000     
           9   0.0000000000000000     
          10   0.0000000000000000     
          11   0.0000000000000000     
          12   0.0000000000000000     
          13   0.0000000000000000     
          14   0.0000000000000000     
          15   0.0000000000000000     
          16   0.0000000000000000     
          17   0.0000000000000000     
          18   0.0000000000000000     
          19   0.0000000000000000     
          20   0.0000000000000000     
          21   0.0000000000000000     
          22   0.0000000000000000     
          23   0.0000000000000000     
          24   0.0000000000000000     
          25  0.25000000000000000     
          26   0.0000000000000000     
          27   0.0000000000000000     
          28   0.0000000000000000     
          29   0.0000000000000000     
          30   0.0000000000000000     
          31   0.0000000000000000     
          32   0.0000000000000000     
          33   0.0000000000000000     
          34   0.0000000000000000     
          35   0.0000000000000000     
          36   0.0000000000000000     
          37   0.0000000000000000     
          38   0.0000000000000000     
          39   0.0000000000000000     
          40   0.0000000000000000     
          41   0.0000000000000000     
          42   0.0000000000000000     
          43   0.0000000000000000     
          44   0.0000000000000000     
          45   0.0000000000000000     
          46  0.25000000000000000     
          47   0.0000000000000000     
          48   0.0000000000000000     
          49   0.0000000000000000     
          50   0.0000000000000000     
          51  0.25000000000000000     
          52   0.0000000000000000     
          53 -0.33333333333333331     
          54   0.0000000000000000     
          55   0.0000000000000000     
          56   0.0000000000000000     
          57   0.0000000000000000     
          58 -0.33333333333333331     
          59   0.0000000000000000     
          60   0.0000000000000000     
          61   0.0000000000000000     
          62   0.0000000000000000     
          63 -0.33333333333333331     
          64   0.0000000000000000     
 time 1.0e+30
